CustomerID,Gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
186,Male,0,No,No,57,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,23.47,7053.65,Yes
187,Female,0,No,No,20,Yes,No,DSL,Yes,Yes,No,No,No internet service,Yes,Two year,No,Credit card (automatic),100.74,1471.24,No
188,Male,0,Yes,Yes,25,Yes,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No internet service,One year,No,Mailed check,113.28,4544.57,No
189,Male,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),95.89,7471.02,Yes
190,Female,0,No,No,45,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.53,5430.95,No
191,Male,0,Yes,No,31,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,59.98,4186.9,Yes
192,Male,0,No,No,65,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),82.69,7801.4,No
193,Male,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,One year,Yes,Electronic check,85.71,8394.38,No
194,Male,0,Yes,No,21,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,44.11,2057.69,Yes
195,Male,1,No,No,30,No,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,No,Two year,Yes,Mailed check,92.49,1602.91,No
196,Female,0,No,No,3,Yes,No,DSL,No internet service,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),32.93,7513.41,Yes
197,Female,0,Yes,Yes,70,Yes,No,Fiber optic,No,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,47.74,2124.2,Yes
198,Female,0,No,No,43,Yes,No,DSL,No internet service,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),77.52,7366.17,No
199,Male,0,Yes,No,29,Yes,No,No,Yes,No,No,No,No internet service,Yes,Month-to-month,No,Mailed check,72.48,2628.89,No
200,Male,0,Yes,Yes,3,Yes,No,DSL,Yes,Yes,No,No,Yes,No internet service,One year,No,Credit card (automatic),89.06,185.07,No
201,Male,0,No,No,58,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,76.83,3675.32,No
202,Female,1,No,Yes,33,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,No,One year,Yes,Electronic check,23.23,368.62,No
203,Male,0,No,No,45,Yes,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),116.51,1821.25,No
204,Male,0,Yes,No,69,Yes,No,Fiber optic,No internet service,Yes,No,No,No,No internet service,Month-to-month,No,Electronic check,94.98,4172.95,Yes
205,Female,0,Yes,Yes,32,Yes,No,Fiber optic,Yes,No,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),106.73,352.4,Yes
206,Male,0,Yes,No,52,Yes,No phone service,No,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),99.04,306.64,No
207,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,No internet service,No,No,No,Yes,One year,Yes,Credit card (automatic),39.6,1363.31,No
208,Female,0,No,No,40,Yes,Yes,DSL,No internet service,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),111.99,4029.02,No
209,Female,0,Yes,No,13,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,117.15,8459.63,Yes
210,Male,0,No,No,29,No,No phone service,Fiber optic,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,26.16,828.33,No
211,Male,0,Yes,Yes,63,Yes,No,Fiber optic,No,No internet service,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),34.17,5408.71,No
212,Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No internet service,No,Two year,Yes,Credit card (automatic),117.77,4326.44,No
213,Male,0,Yes,No,59,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,47.74,540.11,No
214,Male,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,100.64,314.67,Yes
215,Male,0,Yes,Yes,53,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,25.7,1941.23,Yes
216,Male,0,No,Yes,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,91.86,5952.85,No
217,Female,0,Yes,Yes,12,Yes,No phone service,No,No,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Electronic check,88.74,8358.86,No
218,Male,1,No,No,58,No,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,No,Two year,Yes,Electronic check,112.48,4837.77,Yes
219,Female,0,Yes,No,36,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),91.49,415.46,No
220,Male,0,No,Yes,10,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,Yes,One year,No,Mailed check,22.41,2254.42,No
221,Male,1,Yes,No,6,Yes,Yes,DSL,Yes,No internet service,No,No,Yes,No,One year,Yes,Mailed check,63.52,8184.96,No
222,Male,0,No,Yes,7,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),53.21,127.3,No
223,Female,0,Yes,No,31,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,One year,Yes,Electronic check,75.61,5237.91,No
224,Female,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,61.3,1569.3,Yes
225,Female,0,No,No,3,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,No,One year,Yes,Electronic check,46.47,592.59,No
226,Female,0,Yes,No,47,Yes,No,No,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),84.69,2223.74,No
227,Male,0,Yes,No,1,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),49.52,8138.74,No
228,Female,0,Yes,No,45,Yes,No,DSL,No,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,103.74,6620.2,No
229,Male,0,No,No,54,Yes,No,No,No,No internet service,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),50.71,1502.59,No
230,Male,0,Yes,No,50,Yes,No,No,Yes,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,70.04,588.18,No
231,Female,0,Yes,Yes,7,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),101.27,4292.4,Yes
232,Female,0,Yes,No,63,Yes,No,No,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,100.95,475.16,No
233,Female,0,Yes,No,15,Yes,No,DSL,No,Yes,No internet service,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),77.15,3520.38,No
234,Female,1,No,Yes,67,Yes,Yes,DSL,No,Yes,Yes,No,No internet service,Yes,One year,Yes,Electronic check,56.43,6953.78,No
235,Female,1,Yes,Yes,30,Yes,No,No,No internet service,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,74.32,4357.55,No
236,Female,0,No,No,68,Yes,No phone service,No,No,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),103.64,7790.82,No
237,Female,1,No,Yes,36,Yes,Yes,DSL,No,No,No,Yes,Yes,No internet service,Month-to-month,No,Mailed check,40.24,6875.84,No
238,Female,0,Yes,No,67,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,30.56,4830.76,No
239,Male,1,No,No,5,Yes,No,DSL,Yes,Yes,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.74,6868.44,Yes
240,Female,0,Yes,No,25,Yes,Yes,DSL,No internet service,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.94,840.91,Yes
241,Female,0,No,No,11,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,47.71,1763.8,Yes
242,Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,No,No,No,No internet service,No internet service,One year,Yes,Mailed check,61.91,6088.64,No
243,Female,0,No,No,66,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),27.15,68.37,Yes
244,Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,31.39,59.35,No
245,Male,0,Yes,No,60,No,No,No,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),101.5,3314.84,No
246,Female,0,Yes,Yes,10,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,64.93,7532.89,Yes
247,Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No,Yes,One year,Yes,Mailed check,28.28,8518.85,No
248,Male,0,No,No,39,Yes,No,No,Yes,No,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,114.92,5650.27,No
249,Male,0,Yes,Yes,37,No,No phone service,DSL,No,No internet service,No,No,Yes,Yes,One year,Yes,Electronic check,39.35,8253.89,No
250,Male,0,No,No,63,Yes,Yes,No,Yes,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,50.1,7364.74,No
251,Female,0,Yes,Yes,61,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,115.99,1764.84,No
252,Male,0,No,Yes,38,Yes,No,DSL,No,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,36.43,3519.48,No
253,Female,0,Yes,Yes,33,Yes,Yes,DSL,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,115.61,5424.4,No
254,Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),90.84,1330.07,No
255,Male,1,Yes,No,44,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),61.16,2732.16,Yes
256,Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No internet service,Two year,Yes,Electronic check,78.04,6573.66,Yes
257,Male,0,Yes,No,53,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),69.29,3005.6,No
258,Female,1,No,No,47,Yes,No,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),99.13,8042.94,Yes
259,Female,0,No,Yes,33,Yes,No phone service,DSL,No internet service,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),24.57,3543.93,No
260,Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),100.0,1923.24,Yes
261,Male,0,No,Yes,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,115.8,1839.69,Yes
262,Female,0,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,61.42,5974.2,Yes
263,Male,0,Yes,No,23,Yes,Yes,DSL,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,37.49,3209.2,Yes
264,Male,0,No,No,54,Yes,Yes,DSL,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),29.19,2074.83,No
265,Male,0,No,No,8,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Electronic check,53.1,6031.85,No
266,Female,1,No,No,54,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,No,Yes,One year,Yes,Mailed check,31.38,3670.63,No
267,Female,0,Yes,No,36,No,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),41.34,7350.17,No
268,Female,0,Yes,No,52,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No,No internet service,Two year,No,Credit card (automatic),84.02,4776.24,No
269,Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No,One year,Yes,Credit card (automatic),60.04,8443.68,No
270,Male,0,No,No,28,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No,Yes,Two year,No,Electronic check,108.8,3263.82,No
271,Female,0,Yes,No,50,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),64.87,2463.52,No
272,Female,0,No,No,38,No,Yes,DSL,No internet service,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),33.74,5604.5,No
273,Female,0,Yes,Yes,30,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),32.18,6157.49,No
274,Female,0,Yes,No,54,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,87.91,165.85,Yes
275,Male,0,Yes,No,71,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),81.96,5819.67,Yes
276,Female,0,Yes,No,46,Yes,No phone service,No,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.39,1587.53,Yes
277,Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Electronic check,52.3,8328.31,Yes
278,Female,0,No,No,17,Yes,No,DSL,No internet service,No,No,Yes,Yes,No,One year,Yes,Electronic check,110.21,5010.47,No
279,Male,0,No,No,48,Yes,No,DSL,No,No,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),29.68,1116.26,No
280,Female,0,Yes,No,44,No,Yes,DSL,No,No internet service,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),21.55,475.66,No
281,Female,0,Yes,No,60,Yes,No,Fiber optic,No internet service,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),92.84,7641.44,No
282,Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,86.3,7390.31,Yes
283,Female,1,No,Yes,5,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,No,One year,Yes,Electronic check,67.85,3780.67,Yes
284,Male,0,Yes,Yes,69,Yes,Yes,DSL,No internet service,Yes,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),22.64,777.07,No
285,Female,1,No,No,70,Yes,No phone service,No,No internet service,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,29.73,3398.39,Yes
286,Male,0,Yes,No,7,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,37.88,6609.55,Yes
287,Male,1,Yes,Yes,53,Yes,Yes,DSL,No,No internet service,No internet service,No,No,No,Month-to-month,Yes,Electronic check,82.44,5751.31,Yes
288,Male,0,No,No,17,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.89,7516.32,No
289,Male,1,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),86.28,6528.63,Yes
290,Female,1,Yes,No,9,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Electronic check,98.96,2879.75,Yes
291,Male,0,Yes,Yes,22,Yes,Yes,DSL,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,20.74,2975.06,Yes
292,Male,1,Yes,Yes,45,Yes,No,DSL,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,82.9,5632.25,Yes
293,Male,0,Yes,No,59,Yes,No,Fiber optic,No,No internet service,No,No,No,No,One year,Yes,Bank transfer (automatic),43.53,2706.76,No
294,Female,0,No,No,13,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),75.64,7537.94,Yes
295,Female,0,No,No,12,Yes,Yes,DSL,Yes,Yes,Yes,No,No internet service,No,Two year,No,Credit card (automatic),92.41,2858.66,No
296,Female,0,Yes,No,36,Yes,No,No,No,No internet service,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),90.61,4255.89,No
297,Female,0,No,No,10,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),47.18,393.41,No
298,Male,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,53.96,1042.17,Yes
299,Male,1,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),110.44,1161.81,Yes
300,Female,0,Yes,No,6,No,Yes,Fiber optic,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),103.56,3001.03,Yes
301,Male,0,Yes,No,4,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),44.08,1029.48,Yes
302,Male,1,Yes,Yes,30,Yes,No phone service,No,No internet service,No,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),77.25,3980.1,No
303,Male,1,No,No,46,No,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,29.03,2351.3,Yes
304,Female,1,Yes,Yes,27,No,Yes,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,83.96,2379.91,No
305,Female,0,Yes,No,45,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,80.7,3879.51,Yes
306,Male,1,Yes,No,37,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No,Yes,One year,No,Electronic check,44.77,7418.17,Yes
307,Female,0,No,Yes,9,No,No,Fiber optic,Yes,No,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),60.64,6619.95,Yes
308,Female,0,No,No,61,Yes,No phone service,DSL,No,No internet service,No,No,Yes,No,Two year,No,Mailed check,96.87,7677.17,No
309,Female,0,Yes,No,35,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No,One year,Yes,Bank transfer (automatic),43.92,8599.66,No
310,Female,0,Yes,No,47,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,95.47,115.01,No
311,Female,0,Yes,Yes,21,Yes,Yes,DSL,No internet service,No,Yes,No,No internet service,Yes,One year,Yes,Credit card (automatic),50.05,6020.08,No
312,Male,0,Yes,No,17,Yes,No,No,No,Yes,No,No internet service,No,Yes,One year,No,Credit card (automatic),102.63,1057.24,No
313,Female,0,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),21.32,8137.32,No
314,Male,0,Yes,Yes,6,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,44.19,1984.65,No
315,Male,0,Yes,Yes,35,Yes,No phone service,DSL,No internet service,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,36.1,3051.51,No
316,Female,0,Yes,Yes,50,Yes,Yes,DSL,No internet service,No,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),107.75,8503.27,No
317,Male,0,Yes,No,37,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No,One year,Yes,Credit card (automatic),61.32,7533.89,No
318,Male,0,No,No,13,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),73.08,427.91,No
319,Male,0,No,No,25,Yes,Yes,No,Yes,No,No internet service,No,Yes,Yes,Two year,No,Credit card (automatic),42.58,424.95,No
320,Female,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),31.15,7114.88,Yes
321,Female,1,Yes,Yes,49,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No,No,Two year,No,Bank transfer (automatic),78.37,628.64,No
322,Male,0,Yes,No,35,Yes,No phone service,No,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),46.72,7399.93,No
323,Female,0,Yes,Yes,53,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),111.6,8031.56,Yes
324,Female,0,No,No,52,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),66.12,225.37,No
325,Female,0,Yes,No,54,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No,One year,No,Mailed check,32.14,1925.38,No
326,Female,0,No,Yes,47,Yes,No,Fiber optic,No,No,No internet service,Yes,No,No,One year,Yes,Credit card (automatic),20.64,219.76,No
327,Male,0,No,No,43,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,No,Credit card (automatic),41.59,649.97,No
328,Male,0,Yes,Yes,20,Yes,No,DSL,No,No,Yes,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),50.4,4647.07,No
329,Female,0,Yes,No,33,Yes,Yes,DSL,No,No,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),39.05,6346.4,No
330,Female,0,Yes,Yes,16,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,No,One year,Yes,Mailed check,54.99,4173.92,No
331,Male,0,Yes,No,7,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),106.59,3363.4,Yes
332,Male,0,Yes,Yes,70,Yes,No phone service,No,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),23.07,1810.23,No
333,Female,0,Yes,No,21,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),98.77,2068.97,Yes
334,Male,0,No,No,36,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,No,One year,Yes,Electronic check,61.04,5065.85,No
335,Female,0,Yes,No,54,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),109.34,7434.85,No
336,Female,1,Yes,No,19,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,85.29,3524.81,Yes
337,Male,1,No,No,25,Yes,No phone service,No,No,No,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),34.82,8161.61,Yes
338,Male,0,No,No,67,No,No,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),114.68,470.46,Yes
339,Female,0,Yes,Yes,53,Yes,No,Fiber optic,No,No internet service,No,No,Yes,Yes,One year,Yes,Mailed check,33.8,7204.74,No
340,Female,0,No,Yes,48,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,52.05,2953.81,No
341,Male,0,Yes,No,42,Yes,Yes,No,No,Yes,No,No,No internet service,Yes,Month-to-month,No,Electronic check,116.62,7547.54,Yes
342,Female,0,Yes,No,47,Yes,Yes,No,No,No,No,No,No,No,One year,No,Electronic check,39.54,7986.46,No
343,Male,1,Yes,No,42,Yes,Yes,No,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,81.68,6088.54,Yes
